onset	duration	value	sample
15.137	0.0	212	15137
16.237	0.0	530	16237
18.672	0.0	220	18672
20.689	0.0	122	20689
21.79	0.0	510	21790
24.225	0.0	210	24225
26.242	0.0	201	26242
28.26	0.0	121	28260
29.36	0.0	520	29360
31.795	0.0	221	31795
32.896	0.0	530	32896
35.33	0.0	111	35330
36.431	0.0	510	36431
38.865	0.0	120	38865
40.883	0.0	112	40883
41.983	0.0	520	41983
44.418	0.0	110	44418
46.436	0.0	202	46436
48.453	0.0	102	48453
50.471	0.0	101	50471
54.506	0.0	421	54506
55.507	0.0	600	55507
68.047	0.0	630	68047
69.13	0.0	322	69130
70.131	0.0	600	70131
72.082	0.0	610	72082
73.166	0.0	412	73166
74.166	0.0	600	74166
75.784	0.0	610	75784
76.868	0.0	311	76868
77.868	0.0	600	77868
81.253	0.0	630	81253
82.337	0.0	312	82337
83.338	0.0	600	83338
85.072	0.0	610	85072
86.156	0.0	321	86156
87.156	0.0	600	87156
89.924	0.0	610	89924
109.768	0.0	145	109768
110.868	0.0	520	110868
113.303	0.0	120	113303
115.32	0.0	250	115320
117.338	0.0	214	117338
118.439	0.0	530	118439
120.873	0.0	140	120873
122.891	0.0	203	122891
124.908	0.0	105	124908
126.926	0.0	155	126926
128.027	0.0	510	128027
130.461	0.0	150	130461
132.479	0.0	130	132479
134.497	0.0	226	134497
135.597	0.0	530	135597
138.032	0.0	206	138032
140.049	0.0	110	140049
142.067	0.0	204	142067
144.085	0.0	205	144085
146.102	0.0	122	146102
147.203	0.0	510	147203
149.638	0.0	116	149638
150.738	0.0	520	150738
153.173	0.0	111	153173
154.273	0.0	510	154273
156.708	0.0	106	156708
158.725	0.0	231	158725
159.826	0.0	530	159826
162.261	0.0	201	162261
164.278	0.0	202	164278
166.296	0.0	262	166296
167.397	0.0	530	167397
169.831	0.0	230	169831
171.849	0.0	151	171849
172.949	0.0	520	172949
175.384	0.0	123	175384
176.484	0.0	520	176484
178.919	0.0	134	178919
180.02	0.0	520	180020
182.454	0.0	144	182454
183.555	0.0	510	183555
185.989	0.0	104	185989
188.007	0.0	166	188007
189.107	0.0	510	189107
191.542	0.0	210	191542
193.56	0.0	102	193560
195.577	0.0	220	195577
197.595	0.0	260	197595
199.613	0.0	240	199613
201.63	0.0	160	201630
203.648	0.0	103	203648
205.666	0.0	162	205666
206.766	0.0	520	206766
209.201	0.0	253	209201
210.301	0.0	530	210301
212.736	0.0	245	212736
213.837	0.0	530	213837
216.271	0.0	133	216271
217.372	0.0	510	217372
219.806	0.0	101	219806
223.842	0.0	322	223842
224.842	0.0	600	224842
234.38	0.0	630	234380
235.464	0.0	453	235464
236.465	0.0	600	236465
240.517	0.0	630	240517
241.6	0.0	323	241600
242.601	0.0	600	242601
245.903	0.0	630	245903
246.987	0.0	351	246987
247.987	0.0	600	247987
250.755	0.0	630	250755
251.839	0.0	462	251839
252.839	0.0	600	252839
259.793	0.0	610	259793
260.877	0.0	431	260877
261.877	0.0	600	261877
267.664	0.0	630	267664
268.747	0.0	316	268747
269.748	0.0	600	269748
275.801	0.0	630	275801
276.885	0.0	355	276885
277.885	0.0	600	277885
284.189	0.0	630	284189
285.272	0.0	366	285272
286.273	0.0	600	286273
291.125	0.0	630	291125
292.209	0.0	362	292209
293.21	0.0	600	293210
300.48	0.0	610	300480
301.564	0.0	334	301564
302.564	0.0	600	302564
306.333	0.0	630	306333
307.417	0.0	445	307417
308.417	0.0	600	308417
318.989	0.0	630	318989
320.073	0.0	344	320073
321.074	0.0	600	321074
329.311	0.0	630	329311
330.395	0.0	426	330395
331.396	0.0	600	331396
