onset	duration	value	sample
15.514	0.0	265	15514
16.615	0.0	530	16615
19.05	0.0	201	19050
21.067	0.0	122	21067
22.168	0.0	510	22168
24.602	0.0	150	24602
26.62	0.0	111	26620
27.721	0.0	510	27721
30.155	0.0	144	30155
31.256	0.0	510	31256
33.69	0.0	202	33690
35.708	0.0	260	35708
37.726	0.0	106	37726
39.743	0.0	105	39743
41.761	0.0	120	41761
43.779	0.0	210	43779
45.796	0.0	124	45796
46.897	0.0	520	46897
49.331	0.0	250	49331
51.349	0.0	241	51349
52.45	0.0	530	52450
54.884	0.0	220	54884
56.902	0.0	205	56902
58.92	0.0	101	58920
60.937	0.0	140	60937
62.955	0.0	102	62955
64.973	0.0	212	64973
66.073	0.0	530	66073
68.508	0.0	153	68508
69.608	0.0	520	69608
72.043	0.0	253	72043
73.143	0.0	530	73143
75.578	0.0	240	75578
77.596	0.0	226	77596
78.696	0.0	530	78696
81.131	0.0	166	81131
82.231	0.0	510	82231
84.666	0.0	104	84666
86.684	0.0	204	86684
88.701	0.0	103	88701
90.719	0.0	230	90719
92.737	0.0	130	92737
94.754	0.0	160	94754
96.772	0.0	132	96772
97.872	0.0	520	97872
100.307	0.0	203	100307
102.325	0.0	155	102325
103.425	0.0	510	103425
105.86	0.0	206	105860
107.878	0.0	116	107878
108.978	0.0	520	108978
111.413	0.0	161	111413
112.513	0.0	520	112513
114.948	0.0	145	114948
116.048	0.0	520	116048
118.483	0.0	133	118483
119.583	0.0	510	119583
122.018	0.0	110	122018
124.036	0.0	234	124036
125.136	0.0	530	125136
129.588	0.0	324	129588
130.589	0.0	600	130589
132.507	0.0	630	132507
133.59	0.0	453	133590
134.591	0.0	600	134591
135.608	0.0	630	135608
136.692	0.0	344	136692
137.692	0.0	600	137692
138.393	0.0	610	138393
139.477	0.0	441	139477
140.477	0.0	600	140477
141.194	0.0	610	141194
142.278	0.0	316	142278
143.279	0.0	600	143279
145.163	0.0	610	145163
146.247	0.0	311	146247
147.247	0.0	600	147247
147.814	0.0	610	147814
148.898	0.0	465	148898
149.899	0.0	600	149899
150.549	0.0	610	150549
151.633	0.0	353	151633
152.633	0.0	600	152633
153.167	0.0	610	153167
154.251	0.0	332	154251
155.251	0.0	600	155251
157.669	0.0	630	157669
158.753	0.0	322	158753
159.754	0.0	600	159754
164.423	0.0	610	164423
165.506	0.0	434	165506
166.507	0.0	600	166507
167.474	0.0	610	167474
168.558	0.0	333	168558
169.559	0.0	600	169559
170.125	0.0	610	170125
171.209	0.0	361	171209
172.21	0.0	600	172210
172.843	0.0	610	172843
173.927	0.0	426	173927
174.928	0.0	600	174928
175.511	0.0	610	175511
176.595	0.0	355	176595
177.596	0.0	600	177596
178.313	0.0	610	178313
179.397	0.0	366	179397
180.397	0.0	600	180397
180.964	0.0	610	180964
182.048	0.0	345	182048
183.049	0.0	600	183049
183.766	0.0	610	183766
184.85	0.0	412	184850
185.85	0.0	600	185850
186.384	0.0	610	186384
196.739	0.0	106	196739
198.757	0.0	206	198757
200.774	0.0	201	200774
202.792	0.0	152	202792
203.892	0.0	520	203892
206.327	0.0	203	206327
208.345	0.0	110	208345
210.362	0.0	166	210362
211.463	0.0	510	211463
213.897	0.0	140	213897
215.915	0.0	105	215915
217.933	0.0	260	217933
219.95	0.0	205	219950
221.968	0.0	243	221968
223.069	0.0	530	223069
225.503	0.0	114	225503
226.604	0.0	520	226604
229.038	0.0	101	229038
231.056	0.0	202	231056
233.074	0.0	122	233074
234.174	0.0	510	234174
236.609	0.0	250	236609
238.627	0.0	144	238627
239.727	0.0	510	239727
242.162	0.0	104	242162
244.179	0.0	220	244179
246.197	0.0	261	246197
247.298	0.0	530	247298
249.732	0.0	111	249732
250.833	0.0	510	250833
253.267	0.0	133	253267
254.368	0.0	510	254368
256.802	0.0	120	256802
258.82	0.0	230	258820
260.838	0.0	103	260838
262.855	0.0	126	262855
263.956	0.0	520	263956
266.39	0.0	130	266390
268.408	0.0	160	268408
270.426	0.0	143	270426
271.526	0.0	520	271526
273.961	0.0	204	273961
275.979	0.0	155	275979
277.079	0.0	510	277079
279.514	0.0	240	279514
281.531	0.0	236	281531
282.632	0.0	530	282632
285.067	0.0	225	285067
286.167	0.0	530	286167
288.602	0.0	150	288602
290.619	0.0	165	290619
291.72	0.0	520	291720
294.154	0.0	102	294154
296.172	0.0	210	296172
298.19	0.0	131	298190
299.29	0.0	520	299290
301.725	0.0	252	301725
302.825	0.0	530	302825
305.26	0.0	214	305260
306.361	0.0	530	306361
310.813	0.0	355	310813
311.813	0.0	600	311813
312.547	0.0	610	312547
313.631	0.0	314	313631
314.631	0.0	600	314631
316.532	0.0	610	316532
317.616	0.0	366	317616
318.617	0.0	600	318617
319.217	0.0	610	319217
320.301	0.0	443	320301
321.301	0.0	600	321301
321.985	0.0	610	321985
323.069	0.0	365	323069
324.069	0.0	600	324069
324.953	0.0	610	324953
326.037	0.0	344	326037
327.038	0.0	600	327038
327.605	0.0	610	327605
328.688	0.0	452	328688
329.689	0.0	600	329689
330.89	0.0	610	330890
331.973	0.0	326	331973
332.974	0.0	600	332974
336.192	0.0	610	336192
337.276	0.0	425	337276
338.277	0.0	600	338277
338.877	0.0	610	338877
339.961	0.0	311	339961
340.961	0.0	600	340961
341.595	0.0	610	341595
342.679	0.0	343	342679
343.679	0.0	600	343679
344.43	0.0	610	344430
345.514	0.0	352	345514
346.514	0.0	600	346514
350.85	0.0	610	350850
351.933	0.0	331	351933
352.934	0.0	600	352934
354.835	0.0	610	354835
355.919	0.0	333	355919
356.919	0.0	600	356919
357.453	0.0	610	357453
358.537	0.0	322	358537
359.537	0.0	600	359537
360.554	0.0	610	360554
361.638	0.0	436	361638
362.639	0.0	600	362639
363.189	0.0	610	363189
364.273	0.0	414	364273
365.274	0.0	600	365274
365.874	0.0	610	365874
366.958	0.0	461	366958
367.958	0.0	600	367958
368.592	0.0	610	368592
382.349	0.0	254	382349
383.449	0.0	530	383449
385.884	0.0	122	385884
386.984	0.0	510	386984
389.419	0.0	250	389419
391.437	0.0	260	391437
393.454	0.0	150	393454
395.472	0.0	140	395472
397.49	0.0	103	397490
399.507	0.0	151	399507
400.608	0.0	520	400608
403.042	0.0	206	403042
405.06	0.0	204	405060
407.078	0.0	166	407078
408.178	0.0	510	408178
410.613	0.0	144	410613
411.714	0.0	510	411714
414.148	0.0	130	414148
416.166	0.0	102	416166
418.183	0.0	201	418183
420.201	0.0	246	420201
421.302	0.0	530	421302
423.736	0.0	220	423736
425.754	0.0	221	425754
426.854	0.0	530	426854
429.289	0.0	142	429289
430.39	0.0	520	430390
432.824	0.0	136	432824
433.925	0.0	520	433925
436.359	0.0	120	436359
438.377	0.0	101	438377
440.395	0.0	104	440395
442.412	0.0	155	442412
443.513	0.0	510	443513
445.947	0.0	123	445947
447.048	0.0	520	447048
449.482	0.0	160	449482
451.5	0.0	106	451500
453.518	0.0	164	453518
454.618	0.0	520	454618
457.053	0.0	203	457053
459.071	0.0	210	459071
461.088	0.0	133	461088
462.189	0.0	510	462189
464.623	0.0	105	464623
466.641	0.0	111	466641
467.742	0.0	510	467742
470.176	0.0	262	470176
471.277	0.0	530	471277
473.711	0.0	213	473711
474.812	0.0	530	474812
477.246	0.0	115	477246
478.347	0.0	520	478347
480.782	0.0	230	480782
482.799	0.0	205	482799
484.817	0.0	240	484817
486.835	0.0	110	486835
488.852	0.0	202	488852
490.87	0.0	235	490870
491.971	0.0	530	491971
496.423	0.0	322	496423
497.423	0.0	600	497423
499.124	0.0	610	499124
500.208	0.0	366	500208
501.208	0.0	600	501208
501.976	0.0	610	501976
503.059	0.0	315	503059
504.06	0.0	600	504060
505.444	0.0	610	505444
506.528	0.0	413	506528
507.528	0.0	600	507528
508.779	0.0	610	508779
509.863	0.0	364	509863
510.863	0.0	600	510863
511.497	0.0	610	511497
512.581	0.0	344	512581
513.581	0.0	600	513581
514.232	0.0	610	514232
515.316	0.0	435	515316
516.316	0.0	600	516316
516.95	0.0	610	516950
518.034	0.0	333	518034
519.034	0.0	600	519034
519.784	0.0	610	519784
520.868	0.0	323	520868
521.869	0.0	600	521869
522.786	0.0	610	522786
523.87	0.0	446	523870
524.87	0.0	600	524870
525.421	0.0	610	525421
526.505	0.0	351	526505
527.505	0.0	600	527505
529.506	0.0	610	529506
530.59	0.0	454	530590
531.59	0.0	600	531590
532.824	0.0	610	532824
533.908	0.0	342	533908
534.909	0.0	600	534909
536.693	0.0	610	536693
537.777	0.0	462	537777
538.777	0.0	600	538777
539.311	0.0	610	539311
540.395	0.0	311	540395
541.395	0.0	600	541395
542.029	0.0	610	542029
543.113	0.0	355	543113
544.113	0.0	600	544113
544.714	0.0	610	544714
545.798	0.0	421	545798
546.798	0.0	600	546798
547.532	0.0	610	547532
548.616	0.0	336	548616
549.616	0.0	600	549616
550.216	0.0	610	550216
563.857	0.0	106	563857
565.874	0.0	216	565874
566.975	0.0	530	566975
569.409	0.0	146	569409
570.51	0.0	520	570510
572.945	0.0	133	572945
574.045	0.0	510	574045
576.48	0.0	150	576480
578.497	0.0	140	578497
580.515	0.0	203	580515
582.533	0.0	120	582533
584.55	0.0	113	584550
585.651	0.0	520	585651
588.085	0.0	135	588085
589.186	0.0	520	589186
591.621	0.0	220	591621
593.638	0.0	154	593638
594.739	0.0	520	594739
597.173	0.0	230	597173
599.191	0.0	204	599191
601.209	0.0	250	601209
603.226	0.0	224	603226
604.327	0.0	530	604327
606.762	0.0	101	606762
608.779	0.0	121	608779
609.88	0.0	520	609880
612.314	0.0	260	612314
614.332	0.0	144	614332
615.433	0.0	510	615433
617.867	0.0	232	617867
618.968	0.0	530	618968
621.402	0.0	130	621402
623.42	0.0	122	623420
624.52	0.0	510	624520
626.955	0.0	166	626955
628.056	0.0	510	628056
630.49	0.0	202	630490
632.508	0.0	103	632508
634.525	0.0	162	634525
635.626	0.0	520	635626
638.061	0.0	206	638061
640.078	0.0	205	640078
642.096	0.0	104	642096
644.114	0.0	251	644114
645.214	0.0	530	645214
647.649	0.0	160	647649
649.666	0.0	210	649666
651.684	0.0	102	651684
653.702	0.0	245	653702
654.802	0.0	530	654802
657.237	0.0	155	657237
658.337	0.0	510	658337
660.772	0.0	201	660772
662.79	0.0	240	662790
664.807	0.0	263	664807
665.908	0.0	530	665908
668.342	0.0	110	668342
670.36	0.0	105	670360
672.378	0.0	111	672378
673.478	0.0	510	673478
677.931	0.0	354	677931
678.931	0.0	600	678931
681.166	0.0	610	681166
682.249	0.0	346	682249
683.25	0.0	600	683250
685.668	0.0	610	685668
686.752	0.0	451	686752
687.752	0.0	600	687752
688.669	0.0	610	688669
689.753	0.0	333	689753
690.754	0.0	600	690754
691.571	0.0	610	691571
692.655	0.0	321	692655
693.655	0.0	600	693655
695.773	0.0	610	695773
696.857	0.0	366	696857
697.857	0.0	600	697857
698.508	0.0	610	698508
699.592	0.0	463	699592
700.592	0.0	600	700592
701.276	0.0	610	701276
702.36	0.0	311	702360
703.36	0.0	600	703360
704.311	0.0	610	704311
705.394	0.0	416	705394
706.395	0.0	600	706395
707.245	0.0	610	707245
708.329	0.0	355	708329
709.33	0.0	600	709330
710.33	0.0	610	710330
711.414	0.0	424	711414
712.415	0.0	600	712415
713.148	0.0	610	713148
714.232	0.0	445	714232
715.233	0.0	600	715233
715.816	0.0	610	715816
716.9	0.0	432	716900
717.901	0.0	600	717901
718.651	0.0	610	718651
719.735	0.0	313	719735
720.735	0.0	600	720735
721.603	0.0	610	721603
722.686	0.0	362	722686
723.687	0.0	600	723687
725.221	0.0	610	725221
726.305	0.0	335	726305
727.305	0.0	600	727305
728.039	0.0	610	728039
729.123	0.0	322	729123
730.124	0.0	600	730124
731.241	0.0	610	731241
732.325	0.0	344	732325
733.325	0.0	600	733325
734.076	0.0	610	734076
749.633	0.0	140	749633
751.651	0.0	112	751651
752.752	0.0	520	752752
755.186	0.0	141	755186
756.287	0.0	520	756287
758.721	0.0	256	758721
759.822	0.0	530	759822
762.256	0.0	250	762256
764.274	0.0	210	764274
766.292	0.0	110	766292
768.309	0.0	125	768309
769.41	0.0	520	769410
771.844	0.0	106	771844
773.862	0.0	150	773862
775.88	0.0	240	775880
777.898	0.0	105	777898
779.915	0.0	231	779915
781.016	0.0	530	781016
783.45	0.0	155	783450
784.551	0.0	510	784551
786.985	0.0	223	786985
788.086	0.0	530	788086
790.521	0.0	201	790521
792.538	0.0	160	792538
794.556	0.0	260	794556
796.574	0.0	144	796574
797.674	0.0	510	797674
800.109	0.0	104	800109
802.126	0.0	204	802126
804.144	0.0	102	804144
806.162	0.0	264	806162
807.262	0.0	530	807262
809.697	0.0	111	809697
810.797	0.0	510	810797
813.232	0.0	166	813232
814.333	0.0	510	814333
816.767	0.0	134	816767
817.868	0.0	520	817868
820.302	0.0	205	820302
822.32	0.0	156	822320
823.42	0.0	520	823420
825.855	0.0	203	825855
827.873	0.0	122	827873
828.973	0.0	510	828973
831.408	0.0	163	831408
832.508	0.0	520	832508
834.943	0.0	120	834943
836.961	0.0	206	836961
838.978	0.0	101	838978
840.996	0.0	220	840996
843.014	0.0	202	843014
845.031	0.0	130	845031
847.049	0.0	103	847049
849.067	0.0	230	849067
851.084	0.0	133	851084
852.185	0.0	510	852185
854.619	0.0	215	854619
855.72	0.0	530	855720
858.155	0.0	242	858155
859.255	0.0	530	859255
863.707	0.0	431	863707
864.708	0.0	600	864708
865.425	0.0	610	865425
866.509	0.0	312	866509
867.509	0.0	600	867509
869.427	0.0	610	869427
870.511	0.0	333	870511
871.511	0.0	600	871511
872.428	0.0	610	872428
873.512	0.0	356	873512
874.513	0.0	600	874513
876.064	0.0	610	876064
877.147	0.0	363	877147
878.148	0.0	600	878148
878.882	0.0	610	878882
879.965	0.0	442	879965
880.966	0.0	600	880966
881.7	0.0	610	881700
882.784	0.0	423	882784
883.784	0.0	600	883784
884.301	0.0	610	884301
885.385	0.0	334	885385
886.385	0.0	600	886385
887.102	0.0	610	887102
888.186	0.0	325	888186
889.187	0.0	600	889187
889.92	0.0	610	889920
891.004	0.0	456	891004
892.005	0.0	600	892005
893.572	0.0	610	893572
894.656	0.0	355	894656
895.657	0.0	600	895657
896.24	0.0	610	896240
897.324	0.0	322	897324
898.325	0.0	600	898325
899.325	0.0	610	899325
900.409	0.0	366	900409
901.41	0.0	600	901410
902.26	0.0	610	902260
903.344	0.0	311	903344
904.344	0.0	600	904344
904.878	0.0	610	904878
905.962	0.0	415	905962
906.962	0.0	600	906962
907.829	0.0	610	907829
908.913	0.0	464	908913
909.914	0.0	600	909914
910.514	0.0	610	910514
911.598	0.0	341	911598
912.599	0.0	600	912599
915.033	0.0	610	915033
916.117	0.0	344	916117
917.117	0.0	600	917117
917.985	0.0	610	917985
933.459	0.0	105	933459
935.477	0.0	260	935477
937.494	0.0	151	937494
938.595	0.0	520	938595
941.03	0.0	155	941030
942.13	0.0	510	942130
944.565	0.0	120	944565
946.582	0.0	144	946582
947.683	0.0	510	947683
950.117	0.0	204	950117
952.135	0.0	262	952135
953.236	0.0	530	953236
955.67	0.0	203	955670
957.688	0.0	102	957688
959.706	0.0	202	959706
961.723	0.0	130	961723
963.741	0.0	231	963741
964.841	0.0	530	964841
967.276	0.0	106	967276
969.294	0.0	254	969294
970.394	0.0	530	970394
