onset	duration	value	sample
12.703	0.0	101	12703
14.721	0.0	123	14721
15.821	0.0	520	15821
18.256	0.0	144	18256
19.356	0.0	510	19356
21.791	0.0	201	21791
23.809	0.0	115	23809
24.909	0.0	520	24909
27.344	0.0	205	27344
29.361	0.0	105	29361
31.379	0.0	240	31379
33.397	0.0	140	33397
35.415	0.0	220	35415
37.432	0.0	111	37432
38.533	0.0	510	38533
40.967	0.0	264	40967
42.068	0.0	530	42068
44.502	0.0	130	44502
46.52	0.0	132	46520
47.621	0.0	520	47621
50.055	0.0	202	50055
52.073	0.0	235	52073
53.173	0.0	530	53173
55.608	0.0	241	55608
56.709	0.0	530	56709
59.143	0.0	166	59143
60.244	0.0	510	60244
62.678	0.0	252	62678
63.779	0.0	530	63779
66.213	0.0	150	66213
68.231	0.0	210	68231
70.249	0.0	122	70249
71.349	0.0	510	71349
73.784	0.0	146	73784
74.884	0.0	520	74884
77.319	0.0	106	77319
79.337	0.0	155	79337
80.437	0.0	510	80437
82.872	0.0	223	82872
83.972	0.0	530	83972
86.407	0.0	230	86407
88.424	0.0	204	88424
90.442	0.0	133	90442
91.543	0.0	510	91543
93.977	0.0	260	93977
95.995	0.0	160	95995
98.013	0.0	203	98013
100.03	0.0	151	100030
101.131	0.0	520	101131
103.565	0.0	250	103565
105.583	0.0	206	105583
107.601	0.0	216	107601
108.701	0.0	530	108701
111.136	0.0	120	111136
113.154	0.0	103	113154
115.171	0.0	110	115171
117.189	0.0	164	117189
118.289	0.0	520	118289
120.724	0.0	104	120724
122.742	0.0	102	122742
126.777	0.0	366	126777
127.778	0.0	600	127778
129.112	0.0	610	129112
130.195	0.0	332	130195
131.196	0.0	600	131196
132.763	0.0	610	132763
133.847	0.0	464	133847
134.848	0.0	600	134848
135.898	0.0	610	135898
136.982	0.0	344	136982
137.983	0.0	600	137983
138.7	0.0	610	138700
139.784	0.0	423	139784
140.784	0.0	600	140784
141.351	0.0	610	141351
142.435	0.0	441	142435
143.435	0.0	600	143435
144.053	0.0	610	144053
145.136	0.0	346	145136
146.137	0.0	600	146137
146.854	0.0	610	146854
147.938	0.0	322	147938
148.938	0.0	600	148938
149.572	0.0	610	149572
150.656	0.0	452	150656
151.656	0.0	600	151656
152.323	0.0	610	152323
153.407	0.0	315	153407
154.408	0.0	600	154408
154.975	0.0	610	154975
156.058	0.0	351	156058
157.059	0.0	600	157059
157.693	0.0	610	157693
158.777	0.0	333	158777
159.777	0.0	600	159777
160.461	0.0	610	160461
161.545	0.0	364	161545
162.545	0.0	600	162545
163.212	0.0	610	163212
164.296	0.0	323	164296
165.296	0.0	600	165296
166.08	0.0	610	166080
167.164	0.0	416	167164
168.165	0.0	600	168165
169.048	0.0	610	169048
170.132	0.0	311	170132
171.133	0.0	600	171133
171.8	0.0	610	171800
172.884	0.0	355	172884
173.884	0.0	600	173884
174.484	0.0	610	174484
175.568	0.0	435	175568
176.569	0.0	600	176569
177.336	0.0	610	177336
195.445	0.0	236	195445
196.545	0.0	530	196545
198.98	0.0	203	198980
200.998	0.0	260	200998
203.015	0.0	166	203015
204.116	0.0	510	204116
206.551	0.0	210	206551
208.568	0.0	202	208568
210.586	0.0	242	210586
211.686	0.0	530	211686
214.121	0.0	136	214121
215.222	0.0	520	215222
217.656	0.0	112	217656
218.757	0.0	520	218757
221.191	0.0	214	221191
222.292	0.0	530	222292
224.726	0.0	111	224726
225.827	0.0	510	225827
228.261	0.0	133	228261
229.362	0.0	510	229362
231.797	0.0	104	231797
233.814	0.0	253	233814
234.915	0.0	530	234915
237.349	0.0	140	237349
239.367	0.0	110	239367
241.385	0.0	120	241385
243.402	0.0	103	243402
245.42	0.0	105	245420
247.438	0.0	201	247438
249.455	0.0	154	249455
250.556	0.0	520	250556
252.991	0.0	204	252991
255.008	0.0	163	255008
256.109	0.0	520	256109
258.543	0.0	122	258543
259.644	0.0	510	259644
262.078	0.0	121	262078
263.179	0.0	520	263179
265.614	0.0	130	265614
267.631	0.0	145	267631
268.732	0.0	520	268732
271.166	0.0	220	271166
273.184	0.0	155	273184
274.285	0.0	510	274285
276.719	0.0	144	276719
277.82	0.0	510	277820
280.254	0.0	101	280254
282.272	0.0	106	282272
284.29	0.0	261	284290
285.39	0.0	530	285390
287.825	0.0	240	287825
289.842	0.0	102	289842
291.86	0.0	160	291860
293.878	0.0	206	293878
295.895	0.0	225	295895
296.996	0.0	530	296996
299.431	0.0	150	299431
301.448	0.0	205	301448
303.466	0.0	230	303466
305.484	0.0	250	305484
309.519	0.0	414	309519
310.519	0.0	600	310519
311.487	0.0	610	311487
312.57	0.0	461	312570
313.571	0.0	600	313571
314.171	0.0	610	314171
315.255	0.0	355	315255
316.256	0.0	600	316256
317.006	0.0	610	317006
318.09	0.0	425	318090
319.09	0.0	600	319090
319.641	0.0	610	319641
320.725	0.0	312	320725
321.725	0.0	600	321725
322.309	0.0	610	322309
323.393	0.0	453	323393
324.393	0.0	600	324393
325.06	0.0	610	325060
326.144	0.0	345	326144
327.144	0.0	600	327144
327.745	0.0	610	327745
328.829	0.0	321	328829
329.829	0.0	600	329829
330.546	0.0	610	330546
331.63	0.0	322	331630
332.631	0.0	600	332631
333.198	0.0	610	333198
334.281	0.0	311	334281
335.282	0.0	600	335282
336.382	0.0	610	336382
337.466	0.0	363	337466
338.467	0.0	600	338467
339.134	0.0	610	339134
340.218	0.0	333	340218
341.218	0.0	600	341218
341.869	0.0	610	341869
342.952	0.0	366	342952
343.953	0.0	600	343953
344.637	0.0	610	344637
345.72	0.0	344	345720
346.721	0.0	600	346721
347.255	0.0	610	347255
348.338	0.0	354	348338
349.339	0.0	600	349339
350.023	0.0	610	350023
351.107	0.0	436	351107
352.107	0.0	600	352107
352.524	0.0	610	352524
353.608	0.0	442	353608
354.608	0.0	600	354608
355.242	0.0	610	355242
356.326	0.0	336	356326
357.326	0.0	600	357326
357.993	0.0	610	357993
370.083	0.0	105	370083
372.1	0.0	150	372100
374.118	0.0	204	374118
376.136	0.0	102	376136
378.153	0.0	126	378153
379.254	0.0	520	379254
381.689	0.0	130	381689
383.706	0.0	140	383706
385.724	0.0	230	385724
387.742	0.0	262	387742
388.842	0.0	530	388842
391.277	0.0	111	391277
392.377	0.0	510	392377
394.812	0.0	202	394812
396.83	0.0	166	396830
397.93	0.0	510	397930
400.365	0.0	220	400365
402.382	0.0	205	402382
404.4	0.0	103	404400
406.418	0.0	203	406418
408.435	0.0	160	408435
