onset	duration	value	sample
6.266	0.0	201	6266
25.309	0.0	201	25309
27.327	0.0	102	27327
29.344	0.0	122	29344
30.445	0.0	510	30445
32.879	0.0	146	32879
33.98	0.0	520	33980
36.415	0.0	240	36415
38.432	0.0	130	38432
40.45	0.0	152	40450
41.55	0.0	520	41550
43.985	0.0	120	43985
46.003	0.0	105	46003
48.02	0.0	202	48020
50.038	0.0	144	50038
51.139	0.0	510	51139
53.573	0.0	111	53573
54.674	0.0	510	54674
57.108	0.0	221	57108
58.209	0.0	530	58209
60.643	0.0	163	60643
61.744	0.0	520	61744
64.179	0.0	124	64179
65.279	0.0	520	65279
67.714	0.0	101	67714
69.731	0.0	104	69731
71.749	0.0	133	71749
72.85	0.0	510	72850
75.284	0.0	236	75284
76.385	0.0	530	76385
78.819	0.0	205	78819
80.837	0.0	150	80837
82.855	0.0	110	82855
84.872	0.0	245	84872
85.973	0.0	530	85973
88.407	0.0	140	88407
90.425	0.0	155	90425
91.526	0.0	510	91526
93.96	0.0	206	93960
95.978	0.0	131	95978
97.078	0.0	520	97078
99.513	0.0	160	99513
101.531	0.0	204	101531
103.548	0.0	253	103548
104.649	0.0	530	104649
107.083	0.0	203	107083
109.101	0.0	210	109101
111.119	0.0	230	111119
113.136	0.0	262	113136
114.237	0.0	530	114237
116.672	0.0	214	116672
117.772	0.0	530	117772
120.207	0.0	250	120207
122.224	0.0	103	122224
124.242	0.0	115	124242
125.343	0.0	520	125343
127.777	0.0	106	127777
129.795	0.0	220	129795
131.813	0.0	166	131813
132.913	0.0	510	132913
135.348	0.0	260	135348
139.383	0.0	445	139383
140.383	0.0	600	140383
142.668	0.0	610	142668
143.752	0.0	355	143752
144.752	0.0	600	144752
146.32	0.0	610	146320
147.404	0.0	366	147404
148.404	0.0	600	148404
149.255	0.0	610	149255
150.338	0.0	322	150338
151.339	0.0	600	151339
152.273	0.0	610	152273
153.357	0.0	315	153357
154.357	0.0	600	154357
155.574	0.0	610	155574
156.658	0.0	453	156658
157.659	0.0	600	157659
158.476	0.0	610	158476
159.56	0.0	414	159560
